"code";"classe";"groupe";"division";"industry";"section";"label_fr"
"70.21Z";"70.21";"70.2";"70";"M69_70";"M";"Conseil en relations publiques et communication"
"70.22Z";"70.22";"70.2";"70";"M69_70";"M";"Conseil pour les affaires et autres conseils de gestion"
"71.11Z";"71.11";"71.1";"71";"M71";"M";"Activités d'architecture"
"71.12A";"71.12";"71.1";"71";"M71";"M";"Activité des géomètres"
"71.12B";"71.12";"71.1";"71";"M71";"M";"Ingénierie, études techniques"
"71.20A";"71.20";"71.2";"71";"M71";"M";"Contrôle technique automobile"
"71.20B";"71.20";"71.2";"71";"M71";"M";"Analyses, essais et inspections techniques"
"72.11Z";"72.11";"72.1";"72";"M72";"M";"Recherche-développement en biotechnologie"
"72.19Z";"72.19";"72.1";"72";"M72";"M";"Recherche-développement en autres sciences physiques et naturelles"
"72.20Z";"72.20";"72.2";"72";"M72";"M";"Recherche-développement en sciences humaines et sociales"
"73.11Z";"73.11";"73.1";"73";"M73";"M";"Activités des agences de publicité"
"73.12Z";"73.12";"73.1";"73";"M73";"M";"Régie publicitaire de médias"
"73.20Z";"73.20";"73.2";"73";"M73";"M";"Études de marché et sondages"
"74.10Z";"74.10";"74.1";"74";"M74_75";"M";"Activités spécialisées de design"
"74.20Z";"74.20";"74.2";"74";"M74_75";"M";"Activités photographiques"
"74.30Z";"74.30";"74.3";"74";"M74_75";"M";"Traduction et interprétation"
"74.90A";"74.90";"74.9";"74";"M74_75";"M";"Activité des économistes de la construction"
"74.90B";"74.90";"74.9";"74";"M74_75";"M";"Activités spécialisées, scientifiques et techniques diverses"
"75.00Z";"75.00";"75.0";"75";"M74_75";"M";"Activités vétérinaires"
"77.11A";"77.11";"77.1";"77";"N77";"N";"Location de courte durée de voitures et de véhicules automobiles légers"
"77.11B";"77.11";"77.1";"77";"N77";"N";"Location de longue durée de voitures et de véhicules automobiles légers"
"77.12Z";"77.12";"77.1";"77";"N77";"N";"Location et location-bail de camions"
"77.21Z";"77.21";"77.2";"77";"N77";"N";"Location et location-bail d'articles de loisirs et de sport"
"77.22Z";"77.22";"77.2";"77";"N77";"N";"Location de vidéocassettes et disques vidéo"
"77.29Z";"77.29";"77.2";"77";"N77";"N";"Location et location-bail d'autres biens personnels et domestiques"
"77.31Z";"77.31";"77.3";"77";"N77";"N";"Location et location-bail de machines et équipements agricoles"
"77.32Z";"77.32";"77.3";"77";"N77";"N";"Location et location-bail de machines et équipements pour la construction"
"77.33Z";"77.33";"77.3";"77";"N77";"N";"Location et location-bail de machines de bureau et de matériel informatique"
"77.34Z";"77.34";"77.3";"77";"N77";"N";"Location et location-bail de matériels de transport par eau"
"77.35Z";"77.35";"77.3";"77";"N77";"N";"Location et location-bail de matériels de transport aérien"
"77.39Z";"77.39";"77.3";"77";"N77";"N";"Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
"77.40Z";"77.40";"77.4";"77";"N77";"N";"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyr…"
"78.10Z";"78.10";"78.1";"78";"N78";"N";"Activités des agences de placement de main-d'œuvre"
"78.20Z";"78.20";"78.2";"78";"N78";"N";"Activités des agences de travail temporaire"
"78.30Z";"78.30";"78.3";"78";"N78";"N";"Autre mise à disposition de ressources humaines"
"79.11Z";"79.11";"79.1";"79";"N79";"N";"Activités des agences de voyage"
"79.12Z";"79.12";"79.1";"79";"N79";"N";"Activités des voyagistes"
"79.90Z";"79.90";"79.9";"79";"N79";"N";"Autres services de réservation et activités connexes"
"80.10Z";"80.10";"80.1";"80";"N80T82";"N";"Activités de sécurité privée"
"80.20Z";"80.20";"80.2";"80";"N80T82";"N";"Activités liées aux systèmes de sécurité"
"80.30Z";"80.30";"80.3";"80";"N80T82";"N";"Activités d'enquête"
"81.10Z";"81.10";"81.1";"81";"N80T82";"N";"Activités combinées de soutien lié aux bâtiments"
"81.21Z";"81.21";"81.2";"81";"N80T82";"N";"Nettoyage courant des bâtiments"
"81.22Z";"81.22";"81.2";"81";"N80T82";"N";"Autres activités de nettoyage des bâtiments et nettoyage industriel"
"81.29A";"81.29";"81.2";"81";"N80T82";"N";"Désinfection, désinsectisation, dératisation"
"81.29B";"81.29";"81.2";"81";"N80T82";"N";"Autres activités de nettoyage n.c.a."
"81.30Z";"81.30";"81.3";"81";"N80T82";"N";"Services d'aménagement paysager"
"82.11Z";"82.11";"82.1";"82";"N80T82";"N";"Services administratifs combinés de bureau"
"82.19Z";"82.19";"82.1";"82";"N80T82";"N";"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
"82.20Z";"82.20";"82.2";"82";"N80T82";"N";"Activités de centres d'appels"
"82.30Z";"82.30";"82.3";"82";"N80T82";"N";"Organisation de foires, salons professionnels et congrès"
"82.91Z";"82.91";"82.9";"82";"N80T82";"N";"Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle"
"82.92Z";"82.92";"82.9";"82";"N80T82";"N";"Activités de conditionnement"
"82.99Z";"82.99";"82.9";"82";"N80T82";"N";"Autres activités de soutien aux entreprises n.c.a."
"84.11Z";"84.11";"84.1";"84";"O84";"O";"Administration publique générale"
"84.12Z";"84.12";"84.1";"84";"O84";"O";"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre q…"
"84.13Z";"84.13";"84.1";"84";"O84";"O";"Administration publique (tutelle) des activités économiques"
"84.21Z";"84.21";"84.2";"84";"O84";"O";"Affaires étrangères"
"84.22Z";"84.22";"84.2";"84";"O84";"O";"Défense"
"84.23Z";"84.23";"84.2";"84";"O84";"O";"Justice"
"84.24Z";"84.24";"84.2";"84";"O84";"O";"Activités d'ordre public et de sécurité"
"84.25Z";"84.25";"84.2";"84";"O84";"O";"Services du feu et de secours"
"84.30A";"84.30";"84.3";"84";"O84";"O";"Activités générales de sécurité sociale"
"84.30B";"84.30";"84.3";"84";"O84";"O";"Gestion des retraites complémentaires"
"84.30C";"84.30";"84.3";"84";"O84";"O";"Distribution sociale de revenus"
"85.10Z";"85.10";"85.1";"85";"P85";"P";"Enseignement pré-primaire"
"85.20Z";"85.20";"85.2";"85";"P85";"P";"Enseignement primaire"
"85.31Z";"85.31";"85.3";"85";"P85";"P";"Enseignement secondaire général"
"85.32Z";"85.32";"85.3";"85";"P85";"P";"Enseignement secondaire technique ou professionnel"
"85.41Z";"85.41";"85.4";"85";"P85";"P";"Enseignement post-secondaire non supérieur"
"85.42Z";"85.42";"85.4";"85";"P85";"P";"Enseignement supérieur"
"85.51Z";"85.51";"85.5";"85";"P85";"P";"Enseignement de disciplines sportives et d'activités de loisirs"
"85.52Z";"85.52";"85.5";"85";"P85";"P";"Enseignement culturel"
"85.53Z";"85.53";"85.5";"85";"P85";"P";"Enseignement de la conduite"
"85.59A";"85.59";"85.5";"85";"P85";"P";"Formation continue d'adultes"
"85.59B";"85.59";"85.5";"85";"P85";"P";"Autres enseignements"
"85.60Z";"85.60";"85.6";"85";"P85";"P";"Activités de soutien à l'enseignement"
"86.10Z";"86.10";"86.1";"86";"Q86";"Q";"Activités hospitalières"
"86.21Z";"86.21";"86.2";"86";"Q86";"Q";"Activité des médecins généralistes"
"86.22A";"86.22";"86.2";"86";"Q86";"Q";"Activités de radiodiagnostic et de radiothérapie"
"86.22B";"86.22";"86.2";"86";"Q86";"Q";"Activités chirurgicales"
"86.22C";"86.22";"86.2";"86";"Q86";"Q";"Autres activités des médecins spécialistes"
"86.23Z";"86.23";"86.2";"86";"Q86";"Q";"Pratique dentaire"
"86.90A";"86.90";"86.9";"86";"Q86";"Q";"Ambulances"
"86.90B";"86.90";"86.9";"86";"Q86";"Q";"Laboratoires d'analyses médicales"
"86.90C";"86.90";"86.9";"86";"Q86";"Q";"Centres de collecte et banques d'organes"
"86.90D";"86.90";"86.9";"86";"Q86";"Q";"Activités des infirmiers et des sages-femmes"
"86.90E";"86.90";"86.9";"86";"Q86";"Q";"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues"
"86.90F";"86.90";"86.9";"86";"Q86";"Q";"Activités de santé humaine non classées ailleurs"
"87.10A";"87.10";"87.1";"87";"Q87_88";"Q";"Hébergement médicalisé pour personnes âgées"
"87.10B";"87.10";"87.1";"87";"Q87_88";"Q";"Hébergement médicalisé pour enfants handicapés"
"87.10C";"87.10";"87.1";"87";"Q87_88";"Q";"Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé"
"87.20A";"87.20";"87.2";"87";"Q87_88";"Q";"Hébergement social pour handicapés mentaux et malades mentaux"
"87.20B";"87.20";"87.2";"87";"Q87_88";"Q";"Hébergement social pour toxicomanes"
"87.30A";"87.30";"87.3";"87";"Q87_88";"Q";"Hébergement social pour personnes âgées"
"87.30B";"87.30";"87.3";"87";"Q87_88";"Q";"Hébergement social pour handicapés physiques"
"87.90A";"87.90";"87.9";"87";"Q87_88";"Q";"Hébergement social pour enfants en difficultés"
"87.90B";"87.90";"87.9";"87";"Q87_88";"Q";"Hébergement social pour adultes et familles en difficultés et autre hébergement social"
"88.10A";"88.10";"88.1";"88";"Q87_88";"Q";"Aide à domicile"
"88.10B";"88.10";"88.1";"88";"Q87_88";"Q";"Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées"
"88.10C";"88.10";"88.1";"88";"Q87_88";"Q";"Aide par le travail"
"88.91A";"88.91";"88.9";"88";"Q87_88";"Q";"Accueil de jeunes enfants"
"88.91B";"88.91";"88.9";"88";"Q87_88";"Q";"Accueil ou accompagnement sans hébergement d'enfants handicapés"
"88.99A";"88.99";"88.9";"88";"Q87_88";"Q";"Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents"
"88.99B";"88.99";"88.9";"88";"Q87_88";"Q";"Action sociale sans hébergement n.c.a."
"90.01Z";"90.01";"90.0";"90";"R90T92";"R";"Arts du spectacle vivant"
"90.02Z";"90.02";"90.0";"90";"R90T92";"R";"Activités de soutien au spectacle vivant"
"90.03A";"90.03";"90.0";"90";"R90T92";"R";"Création artistique relevant des arts plastiques"
"90.03B";"90.03";"90.0";"90";"R90T92";"R";"Autre création artistique"
"90.04Z";"90.04";"90.0";"90";"R90T92";"R";"Gestion de salles de spectacles"
"91.01Z";"91.01";"91.0";"91";"R90T92";"R";"Gestion des bibliothèques et des archives"
"91.02Z";"91.02";"91.0";"91";"R90T92";"R";"Gestion des musées"
"91.03Z";"91.03";"91.0";"91";"R90T92";"R";"Gestion des sites et monuments historiques et des attractions touristiques similaires"
"91.04Z";"91.04";"91.0";"91";"R90T92";"R";"Gestion des jardins botaniques et zoologiques et des réserves naturelles"
"92.00Z";"92.00";"92.0";"92";"R90T92";"R";"Organisation de jeux de hasard et d'argent"
"93.11Z";"93.11";"93.1";"93";"R93";"R";"Gestion d'installations sportives"
"93.12Z";"93.12";"93.1";"93";"R93";"R";"Activités de clubs de sports"
"93.13Z";"93.13";"93.1";"93";"R93";"R";"Activités des centres de culture physique"
"93.19Z";"93.19";"93.1";"93";"R93";"R";"Autres activités liées au sport"
"93.21Z";"93.21";"93.2";"93";"R93";"R";"Activités des parcs d'attractions et parcs à thèmes"
"93.29Z";"93.29";"93.2";"93";"R93";"R";"Autres activités récréatives et de loisirs"
"94.11Z";"94.11";"94.1";"94";"S94";"S";"Activités des organisations patronales et consulaires"
"94.12Z";"94.12";"94.1";"94";"S94";"S";"Activités des organisations professionnelles"
"94.20Z";"94.20";"94.2";"94";"S94";"S";"Activités des syndicats de salariés"
"94.91Z";"94.91";"94.9";"94";"S94";"S";"Activités des organisations religieuses"
"94.92Z";"94.92";"94.9";"94";"S94";"S";"Activités des organisations politiques"
"94.99Z";"94.99";"94.9";"94";"S94";"S";"Autres organisations fonctionnant par adhésion volontaire"
"95.11Z";"95.11";"95.1";"95";"S95";"S";"Réparation d'ordinateurs et d'équipements périphériques"
"95.12Z";"95.12";"95.1";"95";"S95";"S";"Réparation d'équipements de communication"
"95.21Z";"95.21";"95.2";"95";"S95";"S";"Réparation de produits électroniques grand public"
"95.22Z";"95.22";"95.2";"95";"S95";"S";"Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin"
"95.23Z";"95.23";"95.2";"95";"S95";"S";"Réparation de chaussures et d'articles en cuir"
"95.24Z";"95.24";"95.2";"95";"S95";"S";"Réparation de meubles et d'équipements du foyer"
"95.25Z";"95.25";"95.2";"95";"S95";"S";"Réparation d'articles d'horlogerie et de bijouterie"
"95.29Z";"95.29";"95.2";"95";"S95";"S";"Réparation d'autres biens personnels et domestiques"
"96.01A";"96.01";"96.0";"96";"S96";"S";"Blanchisserie-teinturerie de gros"
"96.01B";"96.01";"96.0";"96";"S96";"S";"Blanchisserie-teinturerie de détail"
"96.02A";"96.02";"96.0";"96";"S96";"S";"Coiffure"
"96.02B";"96.02";"96.0";"96";"S96";"S";"Soins de beauté"
"96.03Z";"96.03";"96.0";"96";"S96";"S";"Services funéraires"
"96.04Z";"96.04";"96.0";"96";"S96";"S";"Entretien corporel"
"96.09Z";"96.09";"96.0";"96";"S96";"S";"Autres services personnels n.c.a."
"97.00Z";"97.00";"97.0";"97";"T";"T";"Activités des ménages en tant qu'employeurs de personnel domestique"
"98.10Z";"98.10";"98.1";"98";"T";"T";"Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre"
"98.20Z";"98.20";"98.2";"98";"T";"T";"Activités indifférenciées des ménages en tant que producteurs de services pour usage propre"
"99.00Z";"99.00";"99.0";"99";"U";"U";"Activités des organisations et organismes extraterritoriaux"
