"code_ape_a732";"label_ape_a732";"code_eeio_dk";"label_eeio_dk";"flag_mapping_a732";"accuracy_mapping_a732"
"77.12Z";"Location et location-bail de camions";"770000";"Rental and leasing activities";"";4
"77.21Z";"Location et location-bail d'articles de loisirs et de sport";"770000";"Rental and leasing activities";"";4
"77.22Z";"Location de vidéocassettes et disques vid";"770000";"Rental and leasing activities";"";4
"77.29Z";"Location et location-bail d'autres biens personnels et domestiques";"770000";"Rental and leasing activities";"";4
"77.31Z";"Location et location-bail de machines et équipements agricole";"770000";"Rental and leasing activities";"";4
"77.32Z";"Location et location-bail de machines et équipements pour la constructio";"770000";"Rental and leasing activities";"";4
"77.33Z";"Location et location-bail de machines de bureau et de matériel informatiqu";"770000";"Rental and leasing activities";"";4
"77.34Z";"Location et location-bail de matériels de transport par ea";"770000";"Rental and leasing activities";"";4
"77.35Z";"Location et location-bail de matériels de transport aéri";"770000";"Rental and leasing activities";"";4
"77.39Z";"Location et location-bail d'autres machines, équipements et biens matériels n.c.";"770000";"Rental and leasing activities";"";4
"77.40Z";"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à c";"770000";"Rental and leasing activities";"";4
"78.10Z";"Activités des agences de placement de main-d'œuv";"780000";"Employment activities";"";4
"78.20Z";"Activités des agences de travail temporair";"780000";"Employment activities";"";4
"78.30Z";"Autre mise à disposition de ressources humaine";"780000";"Employment activities";"";4
"79.11Z";"Activités des agences de voyag";"790000";"Travel agent activities";"";4
"79.12Z";"Activités des voyagiste";"790000";"Travel agent activities";"";4
"79.90Z";"Autres services de réservation et activités connex";"790000";"Travel agent activities";"";4
"80.10Z";"Activités de sécurité pri";"800000";"Security and investigation activities";"";4
"80.20Z";"Activités liées aux systèmes de sécu";"800000";"Security and investigation activities";"";4
"80.30Z";"Activités d'enquê";"800000";"Security and investigation activities";"";4
"81.10Z";"Activités combinées de soutien lié aux bâtim";"810000";"Services to buildings, cleaning and landscape activities";"";4
"81.21Z";"Nettoyage courant des bâtiment";"810000";"Services to buildings, cleaning and landscape activities";"";4
"81.22Z";"Autres activités de nettoyage des bâtiments et nettoyage industri";"810000";"Services to buildings, cleaning and landscape activities";"";4
"81.29A";"Désinfection, désinsectisation, dératisat";"810000";"Services to buildings, cleaning and landscape activities";"";4
"81.29B";"Autres activités de nettoyage n.c.a";"810000";"Services to buildings, cleaning and landscape activities";"";4
"81.30Z";"Services d'aménagement paysage";"810000";"Services to buildings, cleaning and landscape activities";"";4
"82.11Z";"Services administratifs combinés de burea";"820000";"Other business service activities";"";4
"82.19Z";"Photocopie, préparation de documents et autres activités spécialisées de soutien de bu";"820000";"Other business service activities";"";4
"82.20Z";"Activités de centres d'appel";"820000";"Other business service activities";"";4
"82.30Z";"Organisation de foires, salons professionnels et congrè";"820000";"Other business service activities";"";4
"82.91Z";"Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clien";"820000";"Other business service activities";"";4
"82.92Z";"Activités de conditionnemen";"820000";"Other business service activities";"";4
"82.99Z";"Autres activités de soutien aux entreprises n.c.a";"820000";"Other business service activities";"";4
"84.11Z";"Administration publique généra";"840010";"Public administration";"";2
"84.12Z";"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre q";"840010";"Public administration";"";2
"84.13Z";"Administration publique (tutelle) des activités économiqu";"840010";"Public administration";"";2
"84.21Z";"Affaires étrangèr";"840010";"Public administration";"";2
"84.22Z";"Défens";"840022";"Defence, public order, security and justice activities (non-market)";"d";3
"84.23Z";"Justice";"840022";"Defence, public order, security and justice activities (non-market)";"d";3
"84.24Z";"Activités d'ordre public et de sécuri";"840022";"Defence, public order, security and justice activities (non-market)";"d";3
"84.25Z";"Services du feu et de secours";"840022";"Defence, public order, security and justice activities (non-market)";"d";3
"84.30A";"Activités générales de sécurité so";"840010";"Public administration";"";2
"84.30B";"Gestion des retraites complémentaire";"840010";"Public administration";"";2
"84.30C";"Distribution sociale de revenus";"840010";"Public administration";"";2
"85.10Z";"Enseignement pré-primair";"850010";"Primary education";"";2
"85.20Z";"Enseignement primaire";"850010";"Primary education";"";2
"85.31Z";"Enseignement secondaire génér";"850020";"Secondary education";"";2
"85.32Z";"Enseignement secondaire technique ou professionnel";"850020";"Secondary education";"";2
"85.41Z";"Enseignement post-secondaire non supérieu";"850030";"Higher education";"";2
"85.42Z";"Enseignement supérieu";"850030";"Higher education";"";2
"85.51Z";"Enseignement de disciplines sportives et d'activités de loisir";"850041";"Adult and other education (market)";"d";3
"85.52Z";"Enseignement culturel";"850041";"Adult and other education (market)";"d";3
"85.53Z";"Enseignement de la conduite";"850041";"Adult and other education (market)";"d";3
"85.59A";"Formation continue d'adultes";"850041";"Adult and other education (market)";"d";3
"85.59B";"Autres enseignements";"850041";"Adult and other education (market)";"d";3
"85.60Z";"Activités de soutien à l'enseigneme";"850041";"Adult and other education (market)";"";2
"86.10Z";"Activités hospitalièr";"860010";"Hospital activities";"";2
"86.21Z";"Activité des médecins générali";"860020";"Medical and dental practice activities";"";2
"86.22A";"Activités de radiodiagnostic et de radiothérap";"860020";"Medical and dental practice activities";"";2
"86.22B";"Activités chirurgicale";"860020";"Medical and dental practice activities";"";2
"86.22C";"Autres activités des médecins spécialis";"860020";"Medical and dental practice activities";"";2
"86.23Z";"Pratique dentaire";"860020";"Medical and dental practice activities";"";2
"86.90A";"Ambulances";"860020";"Medical and dental practice activities";"";2
"86.90B";"Laboratoires d'analyses médicale";"860020";"Medical and dental practice activities";"";2
"86.90C";"Centres de collecte et banques d'organes";"860020";"Medical and dental practice activities";"";2
"86.90D";"Activités des infirmiers et des sages-femme";"860020";"Medical and dental practice activities";"";2
"86.90E";"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podolo";"860020";"Medical and dental practice activities";"";2
"86.90F";"Activités de santé humaine non classées aille";"860020";"Medical and dental practice activities";"";2
"87.10A";"Hébergement médicalisé pour personnes â";"870000";"Residential care activities";"";4
"87.10B";"Hébergement médicalisé pour enfants handica";"870000";"Residential care activities";"";4
"87.10C";"Hébergement médicalisé pour adultes handicapés et autre hébergement médi";"870000";"Residential care activities";"";4
"87.20A";"Hébergement social pour handicapés mentaux et malades menta";"870000";"Residential care activities";"";4
"87.20B";"Hébergement social pour toxicomane";"870000";"Residential care activities";"";4
"87.30A";"Hébergement social pour personnes âg";"870000";"Residential care activities";"";4
"87.30B";"Hébergement social pour handicapés physiqu";"870000";"Residential care activities";"";4
"87.90A";"Hébergement social pour enfants en difficult";"870000";"Residential care activities";"";4
"87.90B";"Hébergement social pour adultes et familles en difficultés et autre hébergement soc";"870000";"Residential care activities";"";4
"88.10A";"Aide à domicil";"880000";"Social work activities without accommodation";"";4
"88.10B";"Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âg";"880000";"Social work activities without accommodation";"";4
"88.10C";"Aide par le travail";"880000";"Social work activities without accommodation";"";4
"88.91A";"Accueil de jeunes enfants";"880000";"Social work activities without accommodation";"";4
"88.91B";"Accueil ou accompagnement sans hébergement d'enfants handicap";"880000";"Social work activities without accommodation";"";4
"88.99A";"Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescent";"880000";"Social work activities without accommodation";"";4
"88.99B";"Action sociale sans hébergement n.c.a";"880000";"Social work activities without accommodation";"";4
"90.01Z";"Arts du spectacle vivant";"900000";"Theatres, concerts, and arts activities";"";4
"90.02Z";"Activités de soutien au spectacle vivan";"900000";"Theatres, concerts, and arts activities";"";4
"90.03A";"Création artistique relevant des arts plastique";"900000";"Theatres, concerts, and arts activities";"";4
"90.03B";"Autre création artistiqu";"900000";"Theatres, concerts, and arts activities";"";4
"90.04Z";"Gestion de salles de spectacles";"900000";"Theatres, concerts, and arts activities";"";4
"91.01Z";"Gestion des bibliothèques et des archive";"910002";"Libraries, museums and other cultural activities (non-market)";"d";3
"91.02Z";"Gestion des musée";"910002";"Libraries, museums and other cultural activities (non-market)";"d";3
"91.03Z";"Gestion des sites et monuments historiques et des attractions touristiques similaires";"910002";"Libraries, museums and other cultural activities (non-market)";"d";3
"91.04Z";"Gestion des jardins botaniques et zoologiques et des réserves naturelle";"910002";"Libraries, museums and other cultural activities (non-market)";"d";3
"92.00Z";"Organisation de jeux de hasard et d'argent";"920000";"Gambling and betting activities";"";4
"93.11Z";"Gestion d'installations sportives";"930011";"Sports activities (market)";"";2
"93.12Z";"Activités de clubs de sport";"930011";"Sports activities (market)";"";2
"93.13Z";"Activités des centres de culture physiqu";"930011";"Sports activities (market)";"";2
"93.19Z";"Autres activités liées au spo";"930011";"Sports activities (market)";"";2
"93.21Z";"Activités des parcs d'attractions et parcs à thè";"930020";"Amusement and recreation activities";"";2
"93.29Z";"Autres activités récréatives et de lois";"930020";"Amusement and recreation activities";"";2
"94.11Z";"Activités des organisations patronales et consulaire";"940000";"Activities of membership organizations";"";4
"94.12Z";"Activités des organisations professionnelle";"940000";"Activities of membership organizations";"";4
"94.20Z";"Activités des syndicats de salari";"940000";"Activities of membership organizations";"";4
"94.91Z";"Activités des organisations religieuse";"940000";"Activities of membership organizations";"";4
"94.92Z";"Activités des organisations politique";"940000";"Activities of membership organizations";"";4
"94.99Z";"Autres organisations fonctionnant par adhésion volontair";"940000";"Activities of membership organizations";"";4
"95.11Z";"Réparation d'ordinateurs et d'équipements périphéri";"950000";"Repair of personal goods";"";4
"95.12Z";"Réparation d'équipements de communicati";"950000";"Repair of personal goods";"";4
"95.21Z";"Réparation de produits électroniques grand publ";"950000";"Repair of personal goods";"";4
"95.22Z";"Réparation d'appareils électroménagers et d'équipements pour la maison et le ja";"950000";"Repair of personal goods";"";4
"95.23Z";"Réparation de chaussures et d'articles en cui";"950000";"Repair of personal goods";"";4
"95.24Z";"Réparation de meubles et d'équipements du foy";"950000";"Repair of personal goods";"";4
"95.25Z";"Réparation d'articles d'horlogerie et de bijouteri";"950000";"Repair of personal goods";"";4
"95.29Z";"Réparation d'autres biens personnels et domestique";"950000";"Repair of personal goods";"";4
"96.01A";"Blanchisserie-teinturerie de gros";"960000";"Other personal service activities";"";4
"96.01B";"Blanchisserie-teinturerie de détai";"960000";"Other personal service activities";"";4
"96.02A";"Coiffure";"960000";"Other personal service activities";"";4
"96.02B";"Soins de beaut";"960000";"Other personal service activities";"";4
"96.03Z";"Services funéraire";"960000";"Other personal service activities";"";4
"96.04Z";"Entretien corporel";"960000";"Other personal service activities";"";4
"96.09Z";"Autres services personnels n.c.a.";"960000";"Other personal service activities";"";4
"97.00Z";"Activités des ménages en tant qu'employeurs de personnel domestiq";"970000";"Activities of households as employers of domestic personnel";"";4
"98.10Z";"Activités indifférenciées des ménages en tant que producteurs de biens pour usage pr";"";"";"";
"98.20Z";"Activités indifférenciées des ménages en tant que producteurs de services pour usage pr";"";"";"";
"99.00Z";"Activités des organisations et organismes extraterritoriau";"";"";"";
