"eeio_model","country","code_ape_a732","aggregate","fpt","unit","year","accuracy_mapping_a732"
"EEIO_DK","FR","01.47Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.47Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.49Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.49Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.49Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.49Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.50Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.50Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.50Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.50Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.61Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.61Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.61Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.61Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.62Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.62Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.62Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.62Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.63Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.63Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.63Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.63Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.64Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.64Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.64Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.64Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.70Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.70Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.70Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.70Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.10Z","FD",18,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.10Z","GVA",21,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.10Z","IC",3,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.10Z","PRD",12,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.20Z","FD",18,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.20Z","GVA",21,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.20Z","IC",3,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.20Z","PRD",12,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.30Z","FD",18,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.30Z","GVA",21,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.30Z","IC",3,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.30Z","PRD",12,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.40Z","FD",18,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.40Z","GVA",21,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.40Z","IC",3,"GCO2E_EUR",2022,4
"EEIO_DK","FR","02.40Z","PRD",12,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.11Z","FD",71,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.11Z","GVA",216,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.11Z","IC",10,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.11Z","PRD",71,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.12Z","FD",71,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.12Z","GVA",216,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.12Z","IC",10,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.12Z","PRD",71,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.21Z","FD",71,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.21Z","GVA",216,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.21Z","IC",10,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.21Z","PRD",71,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.22Z","FD",71,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.22Z","GVA",216,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.22Z","IC",10,"GCO2E_EUR",2022,4
"EEIO_DK","FR","03.22Z","PRD",71,"GCO2E_EUR",2022,4
"EEIO_DK","FR","06.10Z","FD",7,"GCO2E_EUR",2022,4
"EEIO_DK","FR","06.10Z","GVA",9,"GCO2E_EUR",2022,4
"EEIO_DK","FR","06.10Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","06.10Z","PRD",7,"GCO2E_EUR",2022,4
"EEIO_DK","FR","06.20Z","FD",7,"GCO2E_EUR",2022,4
"EEIO_DK","FR","06.20Z","GVA",9,"GCO2E_EUR",2022,4
"EEIO_DK","FR","06.20Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","06.20Z","PRD",7,"GCO2E_EUR",2022,4
"EEIO_DK","FR","08.11Z","FD",14,"GCO2E_EUR",2022,2
"EEIO_DK","FR","08.11Z","GVA",28,"GCO2E_EUR",2022,2
"EEIO_DK","FR","08.11Z","IC",7,"GCO2E_EUR",2022,2
"EEIO_DK","FR","08.11Z","PRD",13,"GCO2E_EUR",2022,2
"EEIO_DK","FR","08.12Z","FD",14,"GCO2E_EUR",2022,2
"EEIO_DK","FR","08.12Z","GVA",28,"GCO2E_EUR",2022,2
"EEIO_DK","FR","08.12Z","IC",7,"GCO2E_EUR",2022,2
"EEIO_DK","FR","08.12Z","PRD",13,"GCO2E_EUR",2022,2
"EEIO_DK","FR","09.10Z","FD",3,"GCO2E_EUR",2022,4
"EEIO_DK","FR","09.10Z","GVA",0,"GCO2E_EUR",2022,4
"EEIO_DK","FR","09.10Z","IC",6,"GCO2E_EUR",2022,4
"EEIO_DK","FR","09.10Z","PRD",3,"GCO2E_EUR",2022,4
"EEIO_DK","FR","09.90Z","FD",3,"GCO2E_EUR",2022,4
"EEIO_DK","FR","09.90Z","GVA",0,"GCO2E_EUR",2022,4
"EEIO_DK","FR","09.90Z","IC",6,"GCO2E_EUR",2022,4
"EEIO_DK","FR","09.90Z","PRD",3,"GCO2E_EUR",2022,4
"EEIO_DK","FR","10.11Z","FD",47,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.11Z","GVA",23,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.11Z","IC",46,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.11Z","PRD",43,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.12Z","FD",47,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.12Z","GVA",23,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.12Z","IC",46,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.12Z","PRD",43,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.13A","FD",47,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.13A","GVA",23,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.13A","IC",46,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.13A","PRD",43,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.13B","FD",47,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.13B","GVA",23,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.13B","IC",46,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.13B","PRD",43,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.20Z","FD",37,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.20Z","GVA",74,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.20Z","IC",23,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.20Z","PRD",30,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.31Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.31Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.31Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.31Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.32Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.32Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.32Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.32Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.39A","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.39A","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.39A","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.39A","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.39B","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.39B","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.39B","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.39B","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.41A","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.41A","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.41A","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.41A","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.41B","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.41B","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.41B","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.41B","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.42Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.42Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.42Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.42Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.51A","FD",50,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51A","GVA",48,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51A","IC",44,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51A","PRD",44,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51B","FD",50,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51B","GVA",48,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51B","IC",44,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51B","PRD",44,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51C","FD",50,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51C","GVA",48,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51C","IC",44,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51C","PRD",44,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51D","FD",50,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51D","GVA",48,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51D","IC",44,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.51D","PRD",44,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.52Z","FD",50,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.52Z","GVA",48,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.52Z","IC",44,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.52Z","PRD",44,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.61A","FD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.61A","GVA",20,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.61A","IC",25,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.61A","PRD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.61B","FD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.61B","GVA",20,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.61B","IC",25,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.61B","PRD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.62Z","FD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.62Z","GVA",20,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.62Z","IC",25,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.62Z","PRD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71A","FD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71A","GVA",20,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71A","IC",25,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71A","PRD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71B","FD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71B","GVA",20,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71B","IC",25,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71B","PRD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71C","FD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71C","GVA",20,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71C","IC",25,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71C","PRD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71D","FD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71D","GVA",20,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71D","IC",25,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.71D","PRD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.72Z","FD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.72Z","GVA",20,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.72Z","IC",25,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.72Z","PRD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.73Z","FD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.73Z","GVA",20,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.73Z","IC",25,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.73Z","PRD",24,"GCO2E_EUR",2022,2
"EEIO_DK","FR","10.81Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.81Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.81Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.81Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.82Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.82Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.82Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.82Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.83Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.83Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.83Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.83Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.84Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.84Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.84Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.84Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.85Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.85Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.85Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.85Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.86Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.86Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.86Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.86Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.89Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.89Z","GVA",38,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.89Z","IC",24,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.89Z","PRD",27,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.91Z","FD",32,"GCO2E_EUR",2022,3
"EEIO_DK","FR","10.91Z","GVA",38,"GCO2E_EUR",2022,3
