"eeio_model","country","code_ape_a732","aggregate","fpt","unit","year","accuracy_mapping_a732"
"EEIO_CANADA","FR","02.20Z","GVA",87,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.20Z","IC",55,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.20Z","PRD",77,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.30Z","FD",78,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.30Z","GVA",87,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.30Z","IC",55,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.30Z","PRD",77,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.40Z","FD",125,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.40Z","GVA",138,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.40Z","IC",65,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.40Z","PRD",124,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.11Z","FD",272,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.11Z","GVA",323,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.11Z","IC",29,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.11Z","PRD",272,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.12Z","FD",272,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.12Z","GVA",323,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.12Z","IC",29,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.12Z","PRD",272,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.21Z","FD",272,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.21Z","GVA",323,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.21Z","IC",29,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.21Z","PRD",272,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.22Z","FD",272,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.22Z","GVA",323,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.22Z","IC",29,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","03.22Z","PRD",272,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","05.10Z","FD",25,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","05.10Z","GVA",25,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","05.10Z","IC",27,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","05.10Z","PRD",25,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","05.20Z","FD",25,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","05.20Z","GVA",25,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","05.20Z","IC",27,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","05.20Z","PRD",25,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","06.10Z","FD",45,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","06.10Z","GVA",48,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","06.10Z","IC",23,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","06.10Z","PRD",43,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","06.20Z","FD",45,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","06.20Z","GVA",48,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","06.20Z","IC",23,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","06.20Z","PRD",43,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.10Z","FD",12,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.10Z","GVA",9,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.10Z","IC",27,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.10Z","PRD",12,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.21Z","FD",12,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.21Z","GVA",9,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.21Z","IC",27,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.21Z","PRD",12,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.29Z","FD",18,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.29Z","GVA",12,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.29Z","IC",66,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","07.29Z","PRD",18,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.11Z","FD",18,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.11Z","GVA",12,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.11Z","IC",66,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.11Z","PRD",18,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.12Z","FD",18,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.12Z","GVA",12,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.12Z","IC",66,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.12Z","PRD",18,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.91Z","FD",18,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.91Z","GVA",12,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.91Z","IC",66,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.91Z","PRD",18,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.92Z","FD",25,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.92Z","GVA",25,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.92Z","IC",27,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.92Z","PRD",25,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","08.93Z","FD",18,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","08.93Z","GVA",12,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","08.93Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","08.93Z","PRD",18,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","08.99Z","FD",18,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","08.99Z","GVA",12,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","08.99Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","08.99Z","PRD",18,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","09.10Z","FD",21,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","09.10Z","GVA",16,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","09.10Z","IC",49,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","09.10Z","PRD",21,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","09.90Z","FD",21,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","09.90Z","GVA",16,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","09.90Z","IC",49,"GCO2E_EUR",2022,2
"EEIO_CANADA","FR","09.90Z","PRD",21,"GCO2E_EUR",2022,2
